arrest_id,prisoner_id,weight,height,arrest_date,bond_amount,release_flag
A-03915,P-07987,185,186.42000000000002,2018-02-17,2000,1
A-26560,P-07987,150,183.42000000000002,2018-06-06,10000,1
A-24839,P-15772,130,162.64000000000001,2017-12-19,1000,0
A-26897,P-05375,145,170.1,2017-07-30,500,1
A-22076,P-05375,130,174.26,2017-08-31,1500,0
A-12333,P-05375,130,165.64000000000001,2018-07-24,50000,0
A-26861,P-00725,210,175.26,2018-05-18,10000,1
A-00297,P-18078,180,176.8,2017-09-29,2000,1
A-28513,P-08825,150,161.56,2018-07-05,4000,0
A-24347,P-17748,185,196.04,2017-04-17,0,1
A-09047,P-17748,185,198.04,2017-07-07,1000,0
A-16427,P-17748,195,193.04,2019-03-30,101500,0
A-19363,P-17587,155,172.26,2018-07-12,2000,0
A-32579,P-02260,135,163.56,2018-07-26,20000,1
A-08497,P-04861,155,172.72,2018-12-07,500,1
A-32640,P-13261,115,159.48,2017-12-08,1000000,0
A-12069,P-01716,170,175.8,2019-03-17,0,1
A-30986,P-01716,170,179.34,2018-04-15,500,0
A-32719,P-01716,150,179.34,2019-05-07,500,1
A-28564,P-01716,170,183.88,2019-05-10,7500,0
A-31366,P-01716,180,182.34,2019-06-18,5500,0
A-18007,P-01716,160,170.18,2019-07-19,46500,0
A-17764,P-02964,185,186.88,2018-04-28,0,1
A-02603,P-13895,184,184.42000000000002,2018-05-19,1000,0
A-26581,P-07634,140,177.34,2017-12-30,2000,0
A-07342,P-15335,240,179.8,2019-02-06,9000,0
A-13934,P-15335,205,172.8,2017-09-05,58000,0
A-07733,P-16766,155,176.72,2017-07-07,5500,1
A-20696,P-00878,160,179.26,2018-11-07,2500,1
A-16480,P-07504,130,165.64000000000001,2017-04-23,2500,1
A-09567,P-07504,145,177.72,2018-01-20,5000,1
A-17740,P-08782,145,178.34,2018-02-15,500,1
A-20047,P-09341,160,187.5,2018-05-29,1000,1
A-31845,P-06090,170,161.02,2017-08-17,3000,1
A-04020,P-02073,160,173.8,2017-07-04,6000,0
A-01394,P-12681,110,178.8,2017-03-26,2000,1
A-17096,P-03828,185,186.88,2017-09-24,2000,1
A-10292,P-01387,170,186.96,2019-06-30,0,1
A-25446,P-06903,225,182.42000000000002,2018-12-21,5000,1
A-05344,P-02554,155,182.8,2017-08-15,3000,0
A-20817,P-11116,200,172.8,2018-09-28,1000,0
A-21872,P-11116,185,177.8,2019-02-02,8500,0
A-07330,P-08780,170,175.34,2018-11-21,500,1
A-17310,P-08780,155,197.12,2017-05-19,2000,1
A-22311,P-08780,180,188.42000000000002,2017-06-06,2500,0
A-17943,P-08780,175,185.42000000000002,2018-01-12,4000,1
A-03664,P-08780,155,184.42000000000002,2018-02-25,5000,0
A-12771,P-08780,180,188.42000000000002,2018-04-19,1000,0
A-07872,P-08780,150,181.42000000000002,2018-07-31,2000,1
A-24505,P-08780,185,187.42000000000002,2019-03-18,500,1
A-10737,P-08780,190,183.96,2019-05-11,1000,1
A-18895,P-11608,150,178.26,2019-05-16,2000,1
A-19780,P-14357,220,173.8,2017-12-27,1000,1
A-26413,P-14564,140,172.18,2018-02-27,1500,1
A-17617,P-15974,140,184.34,2019-01-10,2300,1
A-07311,P-15974,135,167.72,2019-06-23,2000,1
A-10778,P-02735,130,160.48,2018-12-25,2500,1
A-11916,P-02735,120,160.56,2017-06-02,5500,1
A-14293,P-07676,190,183.96,2018-01-28,1500,1
A-18979,P-10152,155,177.34,2019-02-07,2000,1
A-14811,P-08849,195,180.42000000000002,2018-04-25,1000,1
A-21369,P-10152,155,171.72,2018-11-08,1500,1
A-26905,P-04386,205,185.88,2017-08-24,2500,1
A-06839,P-16049,180,200.58,2019-05-29,7000,0
A-08920,P-05576,285,175.26,2018-08-18,0,1
A-06951,P-00207,180,180.34,2017-04-24,5000,1
A-05947,P-01403,125,169.1,2019-05-07,0,1
A-18576,P-01403,150,160.02,2019-05-12,0,1
A-18556,P-09702,226,176.26,2018-08-26,6000,1
A-18515,P-09702,197,174.26,2018-09-17,5000,1
A-04575,P-09702,170,178.26,2018-10-13,6000,1
A-26987,P-09702,185,172.26,2018-11-06,10000,0
A-14595,P-09702,180,179.26,2017-04-30,6500,0
A-31776,P-09702,170,172.26,2017-05-08,16500,0
A-19441,P-09702,220,171.26,2018-05-25,2500,1
A-12302,P-09702,215,175.26,2018-07-01,2500,0
A-27753,P-09702,230,176.26,2018-09-24,1000,1
A-27650,P-09702,180,170.26,2018-12-11,2000,1
A-29736,P-09702,205,171.26,2019-01-15,6000,1
A-15638,P-09702,215,171.26,2019-02-24,1000,0
A-21589,P-09702,230,178.26,2019-04-15,1000,1
A-18568,P-15000,140,160.56,2017-12-13,10000,1
A-07748,P-15000,130,173.18,2018-04-29,500,1
A-19306,P-15000,130,161.56,2018-06-10,1500,1
A-17880,P-15000,130,161.56,2017-07-18,30000,0
A-06030,P-15000,155,166.56,2018-03-21,3000,0
A-19582,P-15000,160,166.56,2019-03-17,5500,0
A-20015,P-15000,160,158.56,2019-07-13,10500,0
A-28749,P-08696,210,183.88,2018-10-17,35500,1
A-02665,P-08696,170,190.42000000000002,2019-01-14,3500,1
A-25092,P-08218,130,168.72,2018-03-02,2000,1
A-09656,P-13353,180,170.64000000000001,2018-09-30,2000,1
A-06562,P-08119,165,174.8,2018-02-25,0,1
A-01460,P-13066,171,167.64000000000001,2019-01-14,2000,1
A-14395,P-01922,183,178.34,2019-03-20,20000,0
A-26731,P-01922,200,181.42000000000002,2018-10-03,5000,1
A-13655,P-01827,185,183.96,2017-11-24,15000,1
A-28722,P-01827,160,179.88,2018-09-11,113000,0
A-04426,P-01827,172,177.88,2019-04-08,1500,1
A-13951,P-15221,115,168.1,2019-01-04,2500,1
A-18192,P-12344,183,174.26,2018-05-24,10500,1
A-30253,P-12344,190,163.64000000000001,2019-02-19,1500,1
A-23612,P-16435,150,164.64000000000001,2017-08-10,8000,1
A-29813,P-06655,190,176.8,2018-05-09,2500,1
A-31293,P-06655,220,181.8,2018-10-26,5000,1
A-07512,P-00530,170,196.04,2018-03-09,9750,1
A-03935,P-00530,200,186.5,2017-11-23,44000,0
A-10120,P-00530,190,192.58,2018-02-17,16500,1
A-15929,P-06655,210,186.42000000000002,2019-06-15,2000,1
A-12471,P-13934,168,156.48,2017-05-19,2500,1
A-13859,P-07791,200,166.56,2019-05-22,1000,1
A-30134,P-18154,180,186.5,2018-12-14,1000,1
A-23943,P-18154,175,188.5,2019-05-21,1000,1
A-32202,P-07613,125,171.64000000000001,2018-10-29,10000,1
A-01945,P-15942,145,178.34,2019-02-27,500,1
A-01703,P-09861,185,171.72,2017-06-14,2000,1
A-07381,P-18895,120,171.64000000000001,2019-01-14,2000,1
A-07989,P-09174,150,169.18,2017-12-19,10000,1
A-11637,P-02812,135,167.72,2018-01-02,1000,1
A-25872,P-02561,160,183.96,2018-05-28,1000,1
A-14807,P-03995,165,169.72,2017-06-30,1500,1
A-10860,P-09955,230,180.42000000000002,2019-06-28,31000,1
A-32659,P-09955,190,186.96,2017-06-24,25500,1
A-28169,P-09955,195,192.96,2018-08-08,150000,0
A-22088,P-15658,155,180.26,2018-04-25,9000,0
A-01565,P-11917,150,168.18,2017-06-29,2500,1
A-10417,P-18157,150,169.1,2017-05-02,5500,1
A-26764,P-18157,175,169.64000000000001,2017-06-25,110000,0
A-31443,P-18157,120,161.1,2018-10-06,500,1
A-18419,P-08737,170,170.26,2017-08-14,1500,1
A-11079,P-15463,120,172.72,2017-10-15,1000,1
A-07404,P-11262,125,168.18,2018-04-26,2500,0
A-11692,P-11262,120,163.02,2019-01-30,10000,1
A-04393,P-11262,125,160.02,2019-02-11,750,0
A-26759,P-11262,110,168.18,2017-11-14,2500,1
A-05944,P-11262,125,158.56,2019-07-18,18000,0
A-28129,P-12127,170,176.8,2019-01-16,0,1
A-30924,P-12127,150,168.18,2019-07-28,0,1
A-26421,P-05995,152,185.34,2017-08-18,1250,1
A-20703,P-17559,220,171.26,2017-05-31,1500,1
A-18096,P-15931,130,175.72,2017-07-12,15500,0
A-02663,P-17570,155,164.56,2018-06-30,21500,0
A-11312,P-05758,155,166.64000000000001,2018-10-28,50,0
A-22369,P-17349,170,170.72,2018-10-15,50,1
A-05934,P-02902,135,166.1,2019-06-14,1500,1
A-32301,P-08518,195,182.88,2018-08-01,2500,1
A-27771,P-06154,120,171.64000000000001,2019-04-17,30000,1
A-03235,P-13486,145,158.02,2017-11-12,1500,1
A-03952,P-17088,155,160.1,2017-10-21,1500,1
A-25364,P-12091,125,154.4,2019-04-04,24500,0
A-24227,P-11730,155,170.64000000000001,2017-10-22,1000,1
A-06969,P-19334,170,177.26,2017-05-12,3000,1
A-24229,P-11924,155,177.72,2017-07-21,1000,1
A-01528,P-00496,185,167.64000000000001,2017-10-03,50,0
A-31228,P-05881,120,150.4,2017-07-29,25,1
A-13439,P-09125,135,173.26,2019-04-29,1500,1
A-16410,P-12917,150,179.8,2017-09-02,1500,1
A-01987,P-10372,140,162.02,2018-05-20,250,0
A-09720,P-07718,185,174.72,2017-12-30,18000,1
A-02204,P-05356,170,169.72,2017-08-09,5000,1
A-30228,P-06693,210,178.88,2018-01-24,200,0
A-02484,P-08254,170,172.72,2017-04-19,2000,1
A-18487,P-00768,250,188.42000000000002,2018-10-04,0,1
A-23269,P-14501,160,177.26,2017-06-12,5000,1
A-04583,P-14501,135,176.34,2017-07-08,11000,0
A-13423,P-17682,165,160.48,2017-11-06,500,1
A-01554,P-15156,160,162.1,2019-08-02,2000,1
A-14774,P-01806,150,160.1,2019-03-11,4500,1
A-28207,P-05373,205,169.64000000000001,2017-12-05,2000,0
A-17340,P-01893,345,185.42000000000002,2018-12-26,500,1
A-14750,P-11482,153,185.88,2017-10-19,3000,0
A-06867,P-08738,170,173.8,2018-12-21,500,1
A-28729,P-17176,155,167.1,2017-12-24,4500,1
A-03177,P-17176,155,152.48,2019-05-05,10500,0
A-11042,P-17176,145,170.1,2017-12-23,20500,0
A-00397,P-17176,120,157.48,2018-01-18,1500,1
A-07290,P-17176,140,152.48,2018-02-26,25000,0
A-29408,P-17176,155,162.48,2018-11-25,2500,1
A-30133,P-03681,155,160.1,2018-09-17,5000,1
A-30398,P-05399,160,172.18,2017-05-02,5000,1
A-24575,P-05399,165,165.64000000000001,2018-09-18,2000,0
A-02049,P-09737,240,183.88,2018-08-13,1000,1
A-30725,P-09737,185,183.88,2018-11-16,2000,0
A-03504,P-09737,210,171.72,2019-05-14,1000,0
A-11757,P-13578,165,184.34,2019-06-10,0,1
A-15927,P-13549,120,170.72,2018-11-23,0,0
A-29067,P-00913,145,181.88,2018-07-02,6500,1
A-26261,P-00913,140,190.42000000000002,2017-10-13,0,1
A-27424,P-00913,135,187.88,2017-12-02,3000,1
A-31403,P-00913,160,185.88,2017-12-29,1000,1
A-04475,P-00913,155,185.88,2017-05-24,1000,1
A-23504,P-11964,170,182.34,2017-10-11,1000,1
A-05403,P-11964,180,174.8,2018-11-02,1000,1
A-28822,P-18859,117,162.02,2019-07-25,2500,1
A-18834,P-17515,250,187.88,2017-07-17,27500,1
A-10611,P-17515,250,182.88,2017-08-16,2000,1
A-12138,P-17515,250,187.88,2018-03-30,12500,1
A-23068,P-17515,245,183.88,2019-02-10,27000,0
A-20123,P-17632,155,179.8,2017-08-05,2000,1
A-04309,P-17632,155,182.8,2017-11-07,3000,0
A-16080,P-01198,135,160.1,2018-03-26,24000,1
A-16688,P-08340,190,194.5,2019-01-12,4000,1
A-02466,P-08340,190,177.34,2019-07-12,3000,1
A-16674,P-08340,205,190.96,2019-07-02,3000,1
A-22866,P-08340,200,189.96,2019-07-10,1500,1
A-06465,P-02581,205,176.8,2018-08-17,1500,1
A-06133,P-02581,205,172.26,2018-09-03,5000,0
A-12925,P-09458,210,180.88,2017-03-31,3750,1
A-09167,P-18987,235,168.64000000000001,2017-07-30,5500,1
A-11628,P-11487,165,189.96,2019-05-12,8000,1
A-18393,P-11487,155,183.88,2017-04-08,50000,1
A-00584,P-11487,185,179.88,2018-07-09,13000,1
A-31451,P-13686,200,185.5,2019-01-08,50000,1
A-27952,P-02229,160,182.88,2018-11-08,1000,1
A-05031,P-10410,140,163.1,2017-06-13,10000,1
A-10427,P-10410,180,170.72,2019-07-30,2000,1
A-14114,P-07255,190,184.42000000000002,2017-05-26,100000,1
A-26618,P-07255,190,180.42000000000002,2017-05-06,500,1
A-17389,P-09354,180,165.18,2017-04-20,1500,1
A-21185,P-09354,180,168.72,2017-07-22,500,0
A-07148,P-10314,275,190.42000000000002,2017-11-23,80000,0
A-30906,P-03084,180,183.88,2017-10-09,3000,1
A-07796,P-10779,175,192.5,2017-07-27,0,1
A-08090,P-11353,175,176.26,2017-04-26,0,1
A-10504,P-15817,165,183.88,2018-01-01,3000,1
A-10757,P-02173,190,184.42000000000002,2019-03-17,2000,1
A-20861,P-02173,210,179.88,2019-06-05,0,1
A-05751,P-02173,185,178.88,2019-03-21,0,1
A-25481,P-02173,195,190.96,2019-07-12,2000,1
A-03227,P-17754,205,183.34,2018-09-06,2500,1
A-07690,P-17754,205,183.34,2018-09-21,1500,1
A-00167,P-17754,180,181.34,2018-11-08,21000,1
A-28777,P-17754,210,178.8,2018-11-01,1000,1
A-13498,P-17754,180,176.34,2019-01-25,12500,1
A-13211,P-17754,200,177.8,2019-03-31,47000,1
A-09315,P-17613,181,191.96,2019-07-24,20000,1
A-12742,P-17670,205,173.18,2018-01-20,5000,1
A-05526,P-11315,185,181.42000000000002,2019-07-07,2500,1
A-14087,P-10187,150,171.26,2019-06-04,500,1
A-31615,P-11548,185,187.88,2019-07-18,1500,1
A-23908,P-08259,255,185.96,2018-09-01,2000,1
A-28554,P-03200,180,176.34,2017-04-25,5000,1
A-25695,P-03200,180,177.72,2017-12-05,3000,1
A-06786,P-05613,215,176.8,2018-10-22,3000,1
A-32139,P-05613,220,177.8,2018-11-19,0,1
A-06121,P-09926,155,180.88,2017-07-03,3500,1
A-21077,P-09926,175,179.34,2018-03-13,500,1
A-23076,P-09926,185,183.42000000000002,2018-08-07,5000,1
A-25584,P-09926,155,179.34,2018-07-28,1000,1
A-16812,P-09926,160,179.88,2017-09-08,60000,1
A-01441,P-09926,165,185.88,2017-09-23,5000,1
A-32416,P-09926,150,179.88,2018-02-18,23500,1
A-05831,P-09926,165,175.8,2018-07-21,600,1
A-21375,P-09926,160,183.88,2019-06-16,2000,1
A-00143,P-00584,185,159.02,2018-06-19,1000,1
A-32065,P-00584,258,165.02,2018-04-04,1000,1
A-29312,P-08296,135,173.18,2018-11-01,500,1
A-01411,P-12370,140,185.96,2017-10-28,2500,1
A-20366,P-15249,145,188.96,2019-02-12,2500,1
A-15213,P-10487,170,195.04,2019-04-11,3000,1
A-31784,P-10487,160,191.5,2019-02-12,3000,1
A-15893,P-00214,195,171.72,2019-04-24,5000,1
A-11128,P-00214,190,168.72,2017-06-22,500,0
A-23688,P-00214,185,172.72,2017-09-16,1000,1
A-28157,P-00214,170,169.18,2018-01-07,3000,0
A-10525,P-00214,200,177.72,2019-03-30,8000,0
A-29122,P-00214,185,176.72,2019-06-12,1000,1
A-27792,P-12978,132,171.64000000000001,2017-05-31,2000,1
A-25227,P-04913,260,195.5,2018-04-30,8000,1
A-07959,P-02687,125,159.56,2019-06-09,15000,1
A-04519,P-16053,200,182.88,2018-07-08,7500,0
A-04545,P-16053,215,185.42000000000002,2019-03-28,1000,0
A-10374,P-11143,200,181.42000000000002,2018-06-06,3000,1
A-16575,P-06156,215,185.34,2017-10-06,34000,1
A-08024,P-06156,190,180.34,2017-11-16,2500,1
A-29490,P-06156,220,182.42000000000002,2018-10-02,21500,1
A-11740,P-06156,180,184.34,2019-02-09,5000,1
A-26947,P-06156,185,179.34,2019-05-20,7500,1
A-14808,P-12319,155,184.34,2017-07-23,0,1
A-27772,P-12319,150,178.34,2018-01-01,1500,1
A-22168,P-12319,135,180.34,2018-05-28,1000,1
A-03385,P-12319,165,175.34,2018-07-19,1500,1
A-02190,P-12319,145,182.34,2018-08-28,5000,1
A-00116,P-12319,140,180.34,2018-11-03,0,0
A-11291,P-12319,180,182.34,2019-02-11,2000,0
A-04008,P-09032,200,183.96,2019-01-13,1000,1
A-23593,P-08392,125,157.94,2018-09-10,2500,1
A-32062,P-02654,185,167.64000000000001,2017-08-04,1000,1
A-01383,P-13844,200,184.96,2017-07-14,10000,0
A-21803,P-02746,125,159.56,2018-10-16,3000,1
A-00956,P-02746,140,157.02,2019-06-14,10000,0
A-26908,P-07334,140,171.26,2017-11-28,2500,1
A-08876,P-10206,190,177.26,2019-07-19,5000,1
A-21470,P-07739,245,182.42000000000002,2018-07-18,1000,1
A-27099,P-17713,180,188.42000000000002,2018-07-22,25000,0
A-24920,P-17713,175,184.42000000000002,2018-07-28,2500,0
A-13107,P-10314,215,181.42000000000002,2017-09-09,21000,1
A-05997,P-07739,285,186.96,2018-05-16,5000,1
A-29339,P-16053,235,186.88,2018-05-06,2500,0
A-29241,P-16706,160,181.88,2018-07-22,12000,1
A-00825,P-16706,150,184.88,2018-07-25,15000,0
A-30847,P-16706,148,182.88,2019-02-16,7000,1
A-09967,P-10407,165,174.18,2019-04-15,2500,1
A-17335,P-17187,130,147.4,2018-03-21,7500,1
A-01732,P-19063,192,177.8,2018-01-17,60000,1
A-10888,P-19063,187,175.8,2018-05-30,50000,0
A-07265,P-19063,175,173.8,2018-07-23,150000,0
A-24204,P-18070,190,176.72,2017-05-26,5500,1
A-14132,P-10683,135,169.18,2019-06-23,750,1
A-12738,P-06062,235,201.12,2018-03-23,10000,1
A-22424,P-15135,205,183.96,2017-10-25,5000,0
A-26310,P-15135,210,179.88,2018-01-31,330000,0
A-00028,P-15135,210,184.96,2018-06-18,410000,0
A-07677,P-18059,180,160.02,2018-03-15,500,1
A-27591,P-16863,180,175.72,2017-05-30,2000,1
A-16245,P-07153,195,183.42000000000002,2018-09-26,2500,0
A-31414,P-07153,210,194.5,2018-09-24,1500,0
A-29388,P-10019,140,175.8,2018-12-20,2500,1
A-09528,P-10019,155,182.8,2019-03-05,1500,0
A-25627,P-12331,135,161.56,2018-07-12,10000,1
A-28885,P-07589,150,172.72,2017-06-27,50000,0
A-10947,P-07589,130,172.72,2018-04-10,7500,1
A-09959,P-07589,155,167.72,2018-12-08,0,1
A-14792,P-07589,150,172.72,2019-06-23,5000,1
A-18342,P-07589,145,176.72,2019-07-12,3600,1
A-20937,P-07217,150,166.18,2018-10-06,500,1
A-00995,P-12248,175,182.8,2017-06-09,250,1
A-04604,P-12248,150,180.8,2017-07-10,20000,1
A-19675,P-12248,145,170.26,2017-08-02,30000,1
A-18531,P-14767,175,175.18,2019-07-15,5000,0
A-06007,P-19249,185,186.88,2018-04-13,1000,1
A-09586,P-02447,205,180.34,2018-01-15,2500,1
A-28682,P-08924,165,168.18,2018-07-16,2000,1
A-04027,P-08924,135,175.18,2017-12-19,10000,0
A-24736,P-08924,135,170.18,2018-05-28,5000,0
A-19206,P-08924,160,166.18,2018-07-16,10000,0
A-30981,P-08924,135,169.18,2018-08-13,5000,1
A-30915,P-08924,175,172.18,2019-03-14,5000,0
A-06363,P-17830,150,167.72,2017-04-21,2000,1
A-21286,P-11768,150,165.18,2018-08-19,5000,1
A-22061,P-08743,170,184.34,2018-10-20,0,1
A-17225,P-13697,131,159.48,2018-08-23,1500,1
A-13345,P-07862,200,173.72,2017-07-25,1000,1
A-07903,P-13907,180,173.72,2017-08-31,500,1
A-03491,P-16408,205,184.88,2018-05-05,10000,0
A-27388,P-02217,185,192.5,2019-01-14,4000,0
A-25780,P-02217,220,192.5,2018-12-08,2000,1
A-22215,P-02217,190,189.5,2018-06-06,1000,1
A-16012,P-17740,175,180.8,2018-10-19,5000,1
A-05757,P-07388,185,189.42000000000002,2017-07-07,4500,0
A-09577,P-07388,200,189.42000000000002,2017-10-08,500,1
A-29840,P-07388,180,188.42000000000002,2018-02-14,1500,1
A-26556,P-07388,230,188.42000000000002,2019-01-19,2000,1
A-32511,P-16950,145,159.94,2018-06-30,500,1
A-10401,P-18305,180,173.18,2017-09-10,4000,1
A-31159,P-09924,170,183.88,2017-09-14,3000,1
A-24902,P-03488,200,188.42000000000002,2019-07-07,2000,1
A-19730,P-03488,200,215.82,2019-01-10,0,1
A-15429,P-09296,160,172.26,2018-03-31,500,1
A-29057,P-07238,170,177.88,2018-07-02,0,1
A-14815,P-07238,160,181.88,2018-10-18,2500,1
A-08847,P-01772,265,179.8,2017-06-17,36500,0
A-22313,P-01772,239,186.88,2017-08-05,153500,0
A-21379,P-01987,175,190.42000000000002,2017-08-15,10000,1
A-09950,P-10740,135,180.34,2018-07-18,1000,1
A-17244,P-16829,125,173.26,2019-06-21,500,1
A-05323,P-13592,195,170.18,2018-12-04,3000,1
A-02482,P-06782,245,181.88,2017-09-26,1000,1
A-21251,P-01133,191,152.86,2017-08-09,0,1
A-16210,P-00540,185,174.26,2018-01-04,3000,1
A-16151,P-00540,180,177.26,2018-01-18,50000,0
A-29679,P-12659,145,171.64000000000001,2017-05-29,5000,1
A-25974,P-12659,150,166.64000000000001,2018-09-09,60000,1
A-26178,P-02633,190,185.34,2017-07-06,3500,1
A-14334,P-02633,165,180.8,2019-04-16,8000,1
A-01918,P-02633,140,178.8,2018-08-27,1000,1
A-22259,P-02633,150,181.8,2018-01-14,2500,1
A-13553,P-01755,185,173.72,2018-10-05,2500,1
A-15039,P-10183,170,177.72,2018-07-17,500,1
A-25032,P-10183,165,168.72,2018-08-10,7500,1
A-01185,P-10183,165,167.72,2018-08-11,9000,1
A-10167,P-10183,170,175.72,2018-08-04,22000,1
A-09488,P-10183,170,173.72,2018-08-21,10500,1
A-03681,P-10183,165,174.72,2018-09-04,2500,1
A-03004,P-09046,280,156.48,2019-05-30,2000,1
A-07724,P-06774,150,179.88,2018-03-19,6000,1
A-28108,P-06774,150,180.8,2018-03-28,2500,1
A-08802,P-06774,150,182.34,2018-07-13,10000,1
A-16083,P-01354,180,192.96,2017-07-23,2500,1
A-05697,P-01354,170,187.96,2018-07-01,500,1
A-27687,P-01354,160,175.34,2019-01-02,1000,1
A-01504,P-01354,180,184.96,2019-06-07,5000,1
A-27509,P-17127,210,169.64000000000001,2018-11-23,7500,1
A-20111,P-10443,185,165.1,2018-01-31,2000,1
A-23075,P-07860,250,179.88,2019-03-27,6500,1
A-24018,P-18721,155,174.26,2017-07-26,20000,0
A-14451,P-18721,175,170.26,2018-07-07,25000,1
A-23376,P-18721,171,180.26,2018-11-02,1000,1
A-00472,P-18721,155,176.8,2019-06-18,1000,1
A-28645,P-18721,200,187.88,2019-06-15,6000,1
A-07021,P-18721,200,177.88,2019-07-08,2500,0
A-20534,P-18721,185,178.8,2018-09-16,0,1
A-29392,P-18721,170,179.26,2018-12-25,500,1
A-12623,P-18721,190,180.26,2019-07-02,4000,1
A-12441,P-04061,185,178.8,2017-07-11,9500,1
A-22645,P-04061,170,183.88,2017-11-20,1000,1
A-26065,P-04061,170,181.88,2017-05-07,600,1
A-18924,P-04061,155,177.8,2017-09-22,1000,1
A-30306,P-02668,205,156.94,2017-10-31,500,1
A-23506,P-01208,188,185.34,2018-06-19,5000,1
A-18272,P-14814,140,173.26,2018-08-28,35000,1
A-20033,P-04619,155,183.96,2017-09-11,25000,1
A-16222,P-04619,145,182.96,2017-10-03,500,0
A-28341,P-04619,195,183.42000000000002,2018-01-12,19000,0
A-06264,P-04619,190,185.96,2018-03-17,2000,0
A-12778,P-04619,185,192.5,2018-06-16,7000,0
A-03230,P-04619,175,182.42000000000002,2018-11-01,6500,0
A-29771,P-11524,170,169.1,2017-05-20,500,1
A-03559,P-05132,250,184.96,2018-06-03,6000,1
A-09692,P-02803,170,163.56,2019-02-15,2500,1
A-12720,P-02803,180,162.56,2019-01-17,1500,1
A-23701,P-02803,160,160.56,2019-02-11,2500,1
A-03750,P-11569,180,193.5,2018-10-18,4000,1
A-04928,P-06824,175,195.58,2018-11-22,1500,0
A-27634,P-02887,107,159.56,2018-02-07,7500,0
A-32246,P-15704,150,176.26,2018-05-13,500,0
A-31956,P-15704,150,170.26,2018-05-15,38500,1
A-02971,P-15704,140,176.26,2018-07-20,20000,0
A-08031,P-15704,155,180.26,2018-08-12,120000,1
A-27637,P-15704,155,177.26,2018-08-23,13500,1
A-18011,P-15704,155,178.26,2018-12-04,7000,1
A-30983,P-15704,155,180.26,2018-12-21,0,0
A-24023,P-15704,185,180.88,2019-04-26,27500,1
A-01270,P-15704,185,185.88,2019-05-02,2500,1
A-18896,P-15704,146,175.26,2019-05-11,1000,0
A-00032,P-15704,145,168.1,2019-07-18,500,1
A-11264,P-07543,165,178.26,2019-02-24,0,1
A-00632,P-08717,165,172.8,2018-01-13,300,1
A-20975,P-14577,120,169.1,2019-05-10,1250,1
A-22821,P-00693,165,176.72,2017-10-08,500,0
A-04379,P-00693,170,176.26,2018-11-26,25000,0
A-10446,P-10250,120,167.18,2018-05-01,0,1
A-19811,P-10250,130,171.72,2018-06-12,0,1
A-01294,P-10250,145,173.26,2018-06-26,10000,0
A-27813,P-10250,145,172.26,2018-06-25,2500,1
A-01108,P-10250,145,172.64000000000001,2018-07-20,1000,1
A-15267,P-10250,135,163.64000000000001,2018-09-26,7500,1
A-27765,P-10250,140,176.72,2019-01-14,8500,1
A-04561,P-10250,130,170.72,2019-01-12,2500,1
A-04064,P-10250,140,167.72,2019-01-21,0,1
A-21340,P-10250,145,177.72,2019-01-18,1000,0
A-22172,P-10250,145,174.8,2019-03-09,11500,1
A-03221,P-16275,195,179.88,2018-11-08,5000,1
A-16122,P-01889,159,178.8,2018-06-26,7500,1
A-20533,P-05124,220,189.42000000000002,2018-11-06,500,1
A-01574,P-04629,175,172.8,2017-11-22,100000,0
A-27497,P-18606,165,175.26,2017-11-14,500,1
A-14539,P-18606,145,170.26,2018-05-08,0,1
A-32653,P-14426,200,168.18,2017-05-22,4500,1
A-28283,P-14426,160,169.18,2017-07-28,2000,1
A-04782,P-04985,185,179.8,2018-03-10,5000,1
A-07911,P-06551,137,173.26,2019-04-04,1500,1
A-17050,P-03809,125,170.64000000000001,2019-06-23,0,1
A-14261,P-13135,195,165.02,2019-06-04,0,1
A-30465,P-19209,265,186.96,2019-06-29,0,1
A-25393,P-01289,150,162.64000000000001,2017-09-04,15000,1
A-15974,P-01289,160,167.64000000000001,2017-09-04,500,0
A-21568,P-01289,145,167.64000000000001,2018-02-08,1300,0
A-29784,P-01289,140,171.64000000000001,2018-05-02,1000,0
A-25178,P-01289,180,169.64000000000001,2018-07-28,500,0
A-08768,P-01289,190,168.64000000000001,2018-08-08,24000,1
A-08150,P-11696,180,184.96,2017-09-09,1500,1
A-10652,P-03939,180,178.34,2017-04-25,85000,0
A-29913,P-15514,150,170.26,2017-07-11,2500,1
A-28977,P-18850,165,182.8,2019-03-16,1000,1
A-18976,P-18456,115,168.1,2019-04-12,7500,1
A-10868,P-17949,155,154.94,2018-11-27,500,1
A-29264,P-17949,130,155.02,2018-12-02,500,0
A-31545,P-17949,130,158.56,2019-02-05,1500,0
A-16227,P-11411,150,180.26,2017-12-30,1500,1
A-29476,P-14038,190,184.88,2017-08-10,4000,1
A-03906,P-05193,305,189.42000000000002,2018-06-30,500,1
A-20283,P-14403,190,184.96,2019-03-26,1250,1
A-13376,P-11250,215,164.56,2018-02-17,20000,1
A-32452,P-07726,173,167.56,2017-10-13,0,1
A-30815,P-10465,185,182.42000000000002,2017-05-03,1000,1
A-20838,P-16720,190,173.18,2017-09-16,1000,1
A-00420,P-17853,205,156.48,2018-10-19,1500,1
A-29713,P-10681,140,170.18,2017-05-25,20500,0
A-18028,P-10681,155,165.18,2019-04-23,20000,0
A-32706,P-10681,155,169.18,2019-04-08,1500,1
